"go","groesse","nA_3","nB_3","nA_4","nB_4","nA_5","nB_5","nA_11","nB_11","nA_13","nB_13","nA_14","nB_14","nA_15","nB_15","nA_17","nB_17","nA_18","nB_18","min_nA","min_nB","testbar","name"
"GO:0002698",224,55,846,59,886,0,138,35,1561,4,132,30,689,42,730,43,675,39,714,0,132,FALSE,"negative regulation of immune effector process"
"GO:0002699",426,102,843,109,881,12,137,85,1558,13,131,61,689,67,726,78,674,77,713,12,131,FALSE,"positive regulation of immune effector process"
"GO:0002700",285,75,841,79,879,8,136,56,1556,7,130,50,688,54,726,59,673,57,711,7,130,FALSE,"regulation of production of molecular mediator of immune response"
"GO:0002701",67,15,846,16,886,0,138,6,1562,1,132,10,690,15,730,18,676,12,715,0,132,FALSE,"negative regulation of production of molecular mediator of immune response"
"GO:0002702",217,56,847,59,885,8,137,47,1561,6,131,35,689,34,728,37,675,42,713,6,131,FALSE,"positive regulation of production of molecular mediator of immune response"
"GO:0002703",423,100,840,104,878,9,137,79,1557,12,131,65,687,67,727,77,673,74,711,9,131,FALSE,"regulation of leukocyte mediated immunity"
"GO:0002704",158,29,847,31,887,0,138,17,1562,2,132,16,689,22,730,22,676,20,714,0,132,FALSE,"negative regulation of leukocyte mediated immunity"
"GO:0002705",288,62,846,66,884,5,137,46,1561,6,131,39,690,39,729,49,676,50,714,5,131,FALSE,"positive regulation of leukocyte mediated immunity"
"GO:0002706",360,78,842,83,880,6,137,53,1561,10,131,50,687,50,727,60,673,59,713,6,131,FALSE,"regulation of lymphocyte mediated immunity"
"GO:0002707",146,26,848,27,888,0,138,13,1563,2,132,13,689,18,730,19,676,17,715,0,132,FALSE,"negative regulation of lymphocyte mediated immunity"
"GO:0002708",265,56,847,60,885,5,137,38,1564,6,131,36,690,33,729,45,676,47,715,5,131,FALSE,"positive regulation of lymphocyte mediated immunity"
"GO:0002709",194,49,847,54,886,4,138,26,1564,6,132,28,689,28,729,37,674,37,714,4,132,FALSE,"regulation of T cell mediated immunity"
"GO:0002710",55,15,850,16,890,0,138,3,1564,0,132,7,690,8,731,10,677,11,716,0,132,FALSE,"negative regulation of T cell mediated immunity"
"GO:0002711",145,36,849,40,888,4,138,20,1565,6,132,22,691,20,730,27,676,28,715,4,132,FALSE,"positive regulation of T cell mediated immunity"
"GO:0002712",84,24,847,25,886,1,137,19,1563,3,131,17,689,17,730,15,677,17,716,1,131,FALSE,"regulation of B cell mediated immunity"
"GO:0002714",63,16,850,17,889,1,137,15,1565,1,131,11,690,9,731,11,678,13,717,1,131,FALSE,"positive regulation of B cell mediated immunity"
"GO:0002715",156,19,850,20,890,2,138,11,1564,3,132,12,691,13,732,19,678,16,717,2,132,FALSE,"regulation of natural killer cell mediated immunity"
"GO:0002716",101,11,851,11,891,0,138,7,1565,2,132,6,691,6,732,10,678,7,717,0,132,FALSE,"negative regulation of natural killer cell mediated immunity"
"GO:0002717",100,11,850,12,890,1,138,5,1564,1,132,8,691,8,732,13,678,13,717,1,132,FALSE,"positive regulation of natural killer cell mediated immunity"
"GO:0002718",212,57,845,60,884,7,137,34,1558,5,131,34,689,38,727,42,674,39,711,5,131,FALSE,"regulation of cytokine production involved in immune response"
"GO:0002719",56,13,848,14,888,0,138,5,1563,1,132,9,690,12,730,15,677,9,715,0,132,FALSE,"negative regulation of cytokine production involved in immune response"
"GO:0002720",160,43,848,45,887,7,138,26,1561,4,132,24,690,22,729,26,675,28,713,4,132,FALSE,"positive regulation of cytokine production involved in immune response"
"GO:0002724",58,20,848,22,887,1,138,9,1565,1,132,10,691,13,729,12,676,14,715,1,132,FALSE,"regulation of T cell cytokine production"
"GO:0002727",69,5,851,6,891,1,138,1,1565,1,132,4,691,2,732,3,678,4,717,1,132,FALSE,"regulation of natural killer cell cytokine production"
"GO:0002729",67,4,851,5,891,1,138,1,1565,1,132,4,691,1,732,3,678,4,717,1,132,FALSE,"positive regulation of natural killer cell cytokine production"
"GO:0002752",84,33,848,34,888,4,138,26,1564,5,132,22,690,22,731,20,676,28,715,4,132,FALSE,"cell surface pattern recognition receptor signaling pathway"
"GO:0002753",232,72,840,75,879,3,138,79,1547,3,131,46,685,45,727,49,669,50,709,3,131,FALSE,"cytoplasmic pattern recognition receptor signaling pathway"
"GO:0002758",377,119,836,122,875,7,138,117,1544,8,131,76,683,75,724,83,667,91,707,7,131,FALSE,"innate immune response-activating signaling pathway"
"GO:0002761",160,58,843,59,882,9,138,39,1557,10,131,40,684,36,725,29,674,31,714,9,131,FALSE,"regulation of myeloid leukocyte differentiation"
"GO:0002762",71,25,846,27,885,5,138,15,1560,7,132,17,687,16,728,13,676,16,715,5,132,FALSE,"negative regulation of myeloid leukocyte differentiation"
"GO:0002763",78,29,848,29,888,3,138,20,1563,3,131,20,689,17,730,12,676,11,716,3,131,FALSE,"positive regulation of myeloid leukocyte differentiation"
"GO:0002765",63,2,851,2,891,1,138,0,1565,1,132,1,691,2,732,4,678,3,717,0,132,FALSE,"immune response-inhibiting signal transduction"
"GO:0002767",61,2,851,2,891,1,138,0,1565,1,132,0,691,1,732,3,678,2,717,0,132,FALSE,"immune response-inhibiting cell surface receptor signaling pathway"
"GO:0002790",298,90,842,92,882,18,136,80,1550,10,129,64,686,79,725,56,674,57,711,10,129,FALSE,"peptide secretion"
"GO:0002791",242,69,842,71,882,14,136,59,1552,9,129,51,687,66,726,47,675,47,712,9,129,FALSE,"regulation of peptide secretion"
"GO:0002792",50,18,848,18,888,7,138,15,1562,5,132,17,690,18,731,7,678,10,716,5,132,FALSE,"negative regulation of peptide secretion"
"GO:0002793",137,36,847,38,887,6,136,31,1558,2,130,28,689,39,729,29,676,31,714,2,130,FALSE,"positive regulation of peptide secretion"
"GO:0002819",337,100,842,105,880,7,137,67,1559,11,131,63,686,61,727,68,672,72,712,7,131,FALSE,"regulation of adaptive immune response"
"GO:0002820",98,31,848,32,888,0,138,15,1563,1,132,17,688,21,730,17,676,19,715,0,132,FALSE,"negative regulation of adaptive immune response"
"GO:0002821",231,63,847,67,885,6,137,44,1562,9,131,38,690,33,729,45,675,47,714,6,131,FALSE,"positive regulation of adaptive immune response"
"GO:0002822",314,94,843,98,881,7,137,64,1562,11,131,56,687,55,727,64,673,66,713,7,131,FALSE,"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"GO:0002823",86,30,848,31,888,0,138,15,1563,1,132,14,689,19,730,17,676,17,715,0,132,FALSE,"negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"GO:0002824",225,61,848,65,886,6,137,43,1565,9,131,37,690,31,729,43,676,46,715,6,131,FALSE,"positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains"
"GO:0002832",226,60,843,60,883,3,138,46,1550,5,132,37,679,36,729,45,675,39,713,3,132,FALSE,"negative regulation of response to biotic stimulus"
"GO:0002861",75,16,851,16,891,2,138,16,1565,4,132,12,691,17,731,12,677,8,717,2,132,FALSE,"regulation of inflammatory response to antigenic stimulus"
"GO:0002886",66,20,849,19,889,2,138,25,1561,2,132,10,691,18,732,14,678,11,715,2,132,FALSE,"regulation of myeloid leukocyte mediated immunity"
"GO:0002889",84,24,847,25,886,1,137,19,1563,3,131,17,689,17,730,15,677,17,716,1,131,FALSE,"regulation of immunoglobulin mediated immune response"
"GO:0002891",63,16,850,17,889,1,137,15,1565,1,131,11,690,9,731,11,678,13,717,1,131,FALSE,"positive regulation of immunoglobulin mediated immune response"
"GO:0002920",63,19,851,19,891,3,138,13,1564,2,132,9,691,17,732,11,678,12,717,2,132,FALSE,"regulation of humoral immune response"
"GO:0002931",69,21,846,23,886,2,137,20,1560,5,132,18,684,17,727,14,676,20,712,2,132,FALSE,"response to ischemia"
"GO:0003002",464,144,838,145,875,33,137,122,1543,26,132,111,681,162,722,88,664,104,702,26,132,TRUE,"regionalization"
"GO:0003007",287,105,840,111,880,13,135,84,1550,12,130,72,685,93,720,71,673,82,710,12,130,FALSE,"heart morphogenesis"
"GO:0003009",57,15,850,16,890,4,138,17,1563,1,132,6,690,27,732,11,678,12,716,1,132,FALSE,"skeletal muscle contraction"
"GO:0003012",489,145,841,151,881,27,136,129,1547,18,130,96,680,157,719,108,672,119,707,18,130,TRUE,"muscle system process"
"GO:0003014",139,36,850,42,889,4,137,36,1563,8,132,33,691,37,730,38,675,35,715,4,132,FALSE,"renal system process"
"GO:0003015",278,82,847,87,887,11,136,74,1556,11,130,58,686,81,724,65,675,74,712,11,130,FALSE,"heart process"
"GO:0003016",50,13,850,13,890,2,138,12,1562,1,132,10,688,18,730,10,678,13,716,1,132,FALSE,"respiratory system process"
"GO:0003018",303,88,842,91,882,20,135,74,1557,15,130,79,684,90,727,75,672,80,710,15,130,TRUE,"vascular process in circulatory system"
"GO:0003073",111,29,851,32,891,5,138,23,1565,8,132,27,691,32,732,30,678,27,717,5,132,FALSE,"regulation of systemic arterial blood pressure"
"GO:0003143",76,26,850,26,890,4,138,20,1562,2,132,21,690,27,732,20,677,26,716,2,132,FALSE,"embryonic heart tube morphogenesis"
"GO:0003151",82,41,848,42,888,5,138,24,1562,6,132,24,690,28,730,20,676,25,715,5,132,FALSE,"outflow tract morphogenesis"
"GO:0003158",174,67,849,69,889,9,138,48,1564,10,132,51,688,44,730,36,676,40,715,9,132,FALSE,"endothelium development"
"GO:0003170",79,30,847,31,887,5,136,29,1560,4,131,25,690,23,726,20,676,23,711,4,131,FALSE,"heart valve development"
"GO:0003179",64,27,849,26,889,4,136,23,1562,4,131,20,690,18,727,16,677,17,714,4,131,FALSE,"heart valve morphogenesis"
"GO:0003197",54,22,847,23,887,5,137,15,1563,3,132,15,691,13,728,13,677,15,714,3,132,FALSE,"endocardial cushion development"
"GO:0003205",176,67,844,76,884,10,137,54,1554,11,131,39,689,58,723,37,674,51,710,10,131,FALSE,"cardiac chamber development"
"GO:0003206",130,51,845,56,885,6,137,39,1557,7,131,31,689,42,724,28,676,34,713,6,131,FALSE,"cardiac chamber morphogenesis"
"GO:0003208",72,25,848,28,888,5,137,19,1560,6,131,18,690,27,727,16,677,21,714,5,131,FALSE,"cardiac ventricle morphogenesis"
"GO:0003229",63,21,848,23,888,5,138,21,1561,4,132,15,690,28,728,11,677,15,715,4,132,FALSE,"ventricular cardiac muscle tissue development"
"GO:0003231",131,44,845,51,885,9,137,37,1556,8,131,30,689,43,725,26,676,39,711,8,131,FALSE,"cardiac ventricle development"
"GO:0003254",53,12,850,14,890,2,138,13,1562,2,132,17,689,18,728,16,678,14,716,2,132,FALSE,"regulation of membrane depolarization"
"GO:0003279",115,49,845,52,885,6,137,31,1557,6,131,24,689,32,725,20,675,33,711,6,131,FALSE,"cardiac septum development"
"GO:0003281",77,30,846,32,886,6,137,22,1560,4,131,19,690,21,728,13,677,23,712,4,131,FALSE,"ventricular septum development"
"GO:0003300",106,31,850,31,890,6,137,33,1561,3,131,22,689,27,730,23,677,26,716,3,131,FALSE,"cardiac muscle hypertrophy"
"GO:0003333",123,29,848,29,887,4,137,37,1561,3,131,30,689,33,729,34,674,25,713,3,131,FALSE,"amino acid transmembrane transport"
"GO:0003341",268,58,851,59,891,8,137,79,1564,6,132,61,690,54,729,84,674,84,712,6,132,FALSE,"cilium movement"
"GO:0003407",102,26,846,28,886,6,138,25,1562,5,132,19,689,27,732,16,677,17,714,5,132,FALSE,"neural retina development"
"GO:0005976",118,45,846,46,886,13,138,49,1560,5,132,26,689,36,728,34,675,43,715,5,132,FALSE,"polysaccharide metabolic process"
"GO:0005977",91,35,846,35,886,9,138,40,1560,3,132,23,689,32,728,27,676,37,715,3,132,FALSE,"glycogen metabolic process"
"GO:0005996",282,86,837,89,877,23,136,111,1548,12,129,65,686,84,724,62,667,75,706,12,129,FALSE,"monosaccharide metabolic process"
"GO:0006006",215,69,840,70,880,20,137,90,1551,9,130,44,688,63,726,44,670,55,708,9,130,FALSE,"glucose metabolic process"
"GO:0006022",125,38,844,43,885,13,137,35,1559,7,131,27,685,25,726,30,675,38,711,7,131,FALSE,"aminoglycan metabolic process"
"GO:0006023",78,22,845,25,885,8,137,24,1560,5,131,15,686,12,726,15,675,20,711,5,131,FALSE,"aminoglycan biosynthetic process"
"GO:0006024",74,22,846,25,886,8,137,24,1560,5,132,14,687,12,727,14,676,20,712,5,132,FALSE,"glycosaminoglycan biosynthetic process"
"GO:0006029",93,31,849,34,889,11,138,31,1563,6,132,26,691,24,730,21,678,33,717,6,132,FALSE,"proteoglycan metabolic process"
"GO:0006066",395,102,836,109,875,23,137,130,1543,15,130,104,676,107,722,107,672,103,713,15,130,TRUE,"alcohol metabolic process"
"GO:0006081",89,18,849,20,889,5,138,26,1563,3,132,18,690,28,731,17,678,16,716,3,132,FALSE,"cellular aldehyde metabolic process"
"GO:0006090",139,45,847,45,887,10,138,44,1558,5,132,28,686,42,727,28,673,32,712,5,132,FALSE,"pyruvate metabolic process"
"GO:0006094",96,30,844,30,884,8,137,41,1558,5,130,17,689,30,730,20,672,24,710,5,130,FALSE,"gluconeogenesis"
"GO:0006096",107,38,847,38,887,6,138,38,1559,2,132,23,686,32,728,22,673,23,712,2,132,FALSE,"glycolytic process"
"GO:0006109",206,69,836,71,876,19,137,73,1548,9,130,43,686,61,723,52,671,58,709,9,130,FALSE,"regulation of carbohydrate metabolic process"
"GO:0006110",63,19,847,19,887,2,138,19,1559,2,132,16,687,22,728,16,674,15,713,2,132,FALSE,"regulation of glycolytic process"
"GO:0006111",58,20,846,20,886,6,137,27,1558,5,130,12,689,23,730,14,674,18,712,5,130,FALSE,"regulation of gluconeogenesis"
"GO:0006112",106,36,845,36,885,11,138,43,1558,5,132,25,688,33,726,30,676,42,715,5,132,FALSE,"energy reserve metabolic process"
"GO:0006119",172,32,851,34,891,7,138,81,1564,17,131,25,689,71,728,46,676,33,716,7,131,FALSE,"oxidative phosphorylation"
"GO:0006120",66,12,851,12,891,2,138,33,1565,9,132,10,690,31,731,21,678,14,717,2,132,FALSE,"mitochondrial electron transport, NADH to ubiquinone"
"GO:0006140",97,22,846,23,886,2,138,29,1556,4,132,20,685,27,725,23,674,22,713,2,132,FALSE,"regulation of nucleotide metabolic process"
"GO:0006163",486,117,841,123,880,22,138,201,1551,24,132,111,678,150,722,119,669,124,710,22,132,TRUE,"purine nucleotide metabolic process"
"GO:0006164",217,44,849,46,889,8,138,104,1562,15,132,47,685,74,728,52,676,41,716,8,132,FALSE,"purine nucleotide biosynthetic process"
"GO:0006195",152,53,847,53,887,7,138,63,1558,3,132,39,685,44,727,34,673,40,712,3,132,FALSE,"purine nucleotide catabolic process"
"GO:0006220",54,14,850,15,890,1,138,30,1563,2,132,16,691,24,731,20,677,14,717,1,132,FALSE,"pyrimidine nucleotide metabolic process"
"GO:0006260",298,94,824,96,863,11,134,154,1517,4,130,79,672,43,717,44,660,42,697,4,130,FALSE,"DNA replication"
"GO:0006261",166,57,835,58,874,5,136,103,1541,2,132,52,679,21,726,19,668,23,706,2,132,FALSE,"DNA-templated DNA replication"
"GO:0006275",146,40,840,42,879,9,136,72,1546,1,130,35,685,22,724,16,669,17,706,1,130,FALSE,"regulation of DNA replication"
"GO:0006278",73,17,841,16,881,1,136,31,1546,4,132,12,687,6,726,8,673,10,711,1,132,FALSE,"RNA-templated DNA biosynthetic process"
"GO:0006282",247,62,825,64,866,5,137,121,1517,7,129,44,675,40,714,30,659,31,701,5,129,FALSE,"regulation of DNA repair"
"GO:0006289",94,19,844,19,885,1,138,45,1554,2,131,12,689,16,724,15,670,15,712,1,131,FALSE,"nucleotide-excision repair"
"GO:0006302",337,100,822,108,862,6,136,175,1516,11,128,79,669,57,716,61,659,60,697,6,128,FALSE,"double-strand break repair"
"GO:0006303",75,15,842,18,883,1,137,33,1552,2,128,16,683,9,728,16,672,15,711,1,128,FALSE,"double-strand break repair via nonhomologous end joining"
"GO:0006310",377,111,826,117,865,11,136,170,1518,12,131,87,671,56,715,70,663,73,701,11,131,FALSE,"DNA recombination"
"GO:0006334",140,24,846,27,886,7,136,57,1554,7,130,13,690,4,732,10,677,11,716,4,130,FALSE,"nucleosome assembly"
"GO:0006346",59,8,842,10,881,0,136,19,1554,0,130,9,689,8,725,5,671,5,707,0,130,FALSE,"DNA methylation-dependent heterochromatin formation"
"GO:0006352",235,62,835,65,874,8,132,100,1524,9,126,27,677,39,712,33,657,38,699,8,126,FALSE,"DNA-templated transcription initiation"
"GO:0006354",148,33,833,33,875,7,137,64,1521,4,129,18,676,21,720,21,669,24,705,4,129,FALSE,"DNA-templated transcription elongation"
"GO:0006360",84,3,835,4,874,0,136,8,1520,1,128,2,669,3,722,2,666,3,706,0,128,FALSE,"transcription by RNA polymerase I"
"GO:0006364",251,0,815,1,853,3,128,20,1395,2,123,6,630,12,675,11,626,1,679,0,123,FALSE,"rRNA processing"
"GO:0006367",191,52,841,55,881,8,135,84,1538,8,129,23,683,36,713,28,663,32,704,8,129,FALSE,"transcription initiation at RNA polymerase II promoter"
"GO:0006368",132,31,837,31,878,7,138,59,1529,4,131,16,679,20,724,20,670,23,706,4,131,FALSE,"transcription elongation by RNA polymerase II"
"GO:0006376",53,0,826,0,865,0,137,0,1543,0,131,0,686,0,728,0,670,0,709,0,131,FALSE,"mRNA splice site recognition"
"GO:0006383",66,14,841,14,882,0,137,32,1544,2,130,8,684,13,723,13,670,11,707,0,130,FALSE,"transcription by RNA polymerase III"
"GO:0006399",240,7,827,8,865,1,124,15,1424,1,117,4,634,4,667,2,625,4,665,1,117,FALSE,"tRNA metabolic process"
"GO:0006400",100,1,836,1,876,0,129,2,1484,0,124,0,659,0,696,0,645,1,683,0,124,FALSE,"tRNA modification"
"GO:0006401",462,70,777,72,815,6,132,79,1427,7,122,39,635,32,672,28,640,28,671,6,122,FALSE,"RNA catabolic process"
"GO:0006402",408,58,783,59,819,6,133,62,1446,7,122,31,641,24,678,22,645,21,678,6,122,FALSE,"mRNA catabolic process"
"GO:0006403",229,34,816,32,854,4,135,84,1488,3,128,27,663,21,709,22,660,21,699,3,128,FALSE,"RNA localization"
"GO:0006405",102,21,833,20,872,2,137,36,1522,1,131,12,678,7,723,8,672,11,711,1,131,FALSE,"RNA export from nucleus"
"GO:0006406",82,16,836,15,875,1,137,28,1530,1,131,10,680,7,724,5,673,8,712,1,131,FALSE,"mRNA export from nucleus"
"GO:0006413",147,7,825,9,865,2,130,15,1495,2,126,5,660,11,688,7,643,5,683,2,126,FALSE,"translational initiation"
"GO:0006414",86,0,828,0,867,1,135,4,1521,0,130,0,670,5,719,4,655,2,695,0,130,FALSE,"translational elongation"
"GO:0006418",55,2,849,2,889,1,137,3,1548,1,129,0,681,0,720,0,674,0,713,0,129,FALSE,"tRNA aminoacylation for protein translation"
"GO:0006446",98,6,830,8,871,1,132,8,1516,1,127,4,669,6,700,4,651,4,691,1,127,FALSE,"regulation of translational initiation"
"GO:0006457",256,44,847,48,887,14,137,91,1543,8,131,31,682,40,723,46,668,49,707,8,131,FALSE,"protein folding"
"GO:0006458",62,12,850,14,890,4,138,30,1563,1,132,8,689,8,732,11,677,8,716,1,132,FALSE,"'de novo' protein folding"
"GO:0006469",176,54,844,55,884,9,136,56,1549,8,130,47,680,44,727,34,672,40,712,8,130,FALSE,"negative regulation of protein kinase activity"
"GO:0006470",164,51,849,56,888,6,137,71,1559,6,131,47,686,43,728,33,675,48,712,6,131,FALSE,"protein dephosphorylation"
"GO:0006473",75,19,847,20,887,1,137,29,1558,1,131,16,689,12,729,13,675,19,713,1,131,FALSE,"protein acetylation"
"GO:0006479",55,2,851,2,891,1,138,16,1551,0,132,6,686,6,725,11,672,12,714,0,132,FALSE,"protein methylation"
"GO:0006487",78,5,838,5,878,0,132,5,1531,0,126,4,675,4,717,4,661,4,695,0,126,FALSE,"protein N-linked glycosylation"
"GO:0006493",108,6,820,6,860,0,132,4,1530,0,124,6,666,6,711,5,653,6,686,0,124,FALSE,"protein O-linked glycosylation"
"GO:0006497",58,19,850,22,890,2,138,29,1564,0,132,20,689,12,731,19,677,19,715,0,132,FALSE,"protein lipidation"
"GO:0006509",60,20,850,20,890,2,138,19,1564,4,132,20,690,14,732,13,677,18,716,2,132,FALSE,"membrane protein ectodomain proteolysis"
"GO:0006513",51,20,849,23,889,4,138,31,1561,2,132,12,690,14,731,16,677,15,715,2,132,FALSE,"protein monoubiquitination"
"GO:0006518",74,23,850,25,890,3,138,25,1564,5,132,26,691,24,732,30,678,30,717,3,132,FALSE,"peptide metabolic process"
"GO:0006520",320,68,845,70,884,10,137,98,1539,9,129,58,678,84,715,75,670,82,707,9,129,FALSE,"amino acid metabolic process"
"GO:0006575",198,55,845,56,885,11,137,57,1561,9,130,53,689,63,729,59,678,61,717,9,130,FALSE,"cellular modified amino acid metabolic process"
"GO:0006576",105,32,849,33,889,4,138,40,1564,6,132,26,691,31,732,25,677,28,717,4,132,FALSE,"biogenic amine metabolic process"
"GO:0006584",60,14,850,15,890,3,138,19,1565,3,132,12,691,18,732,13,678,15,717,3,132,FALSE,"catecholamine metabolic process"
