"symbol","MSC_8A","CHON_8A","MSC_2454e","CHON_2454e"
"MFN2",0.0481589795208942,0.0422495198348546,0.0534053269028965,0.0596380624915802
"MIIP",0.0480863532687644,0.0424638089617962,0.0505753050933747,0.0576369284250105
"TNFRSF8",0.0476206749143796,0.0424266560499754,0.0458479270080993,0.0532374504032099
"TNFRSF1B",0.0552979880999666,0.0425282507913522,0.0727033848259172,0.0557476159036928
"VPS13D",0.0477300713662337,0.0458607048715409,0.0523909310428129,0.0499726914288152
"DHRS3",0.070119331833991,0.0483722083845191,0.149638004866247,0.0721176152077363
"AADACL4",0.0639612489755997,0.0461285516359818,0.111565533636918,0.0633468204902529
"AADACL3",0.0415105570879671,0.0415261853813389,0.032143405456636,0.0417121516891866
"CFAP107",0.0421101767594357,0.0403955693631572,0.0324499640904952,0.0354566047923053
"PRAMEF12",0.0412391829996045,0.0389309226825248,0.0323950685820285,0.0351085067471409
"PRAMEF1",0.0403957709250606,0.0390220975315932,0.0325463831162966,0.0347818199440851
"PRAMEF11",0.037852505982948,0.0345124098811684,0.0322281193464821,0.0325400655525893
"HNRNPCL1",0.0367776199038797,0.0330215128246696,0.0313912029091022,0.0316864280538223
"PRAMEF2",0.0362628159625742,0.0323991971363298,0.0307722186818366,0.0312272895320932
"PRAMEF4",0.0348526015366864,0.0305592901212451,0.02936064365444,0.0299857759177673
"PRAMEF10",0.0342211925793685,0.0293942265868643,0.0286498406640428,0.0294763107819377
"PRAMEF7",0.0336987146183695,0.0282812561415461,0.0276843238158685,0.02830737746622
"PRAMEF6",0.0328589522807929,0.0277876264024461,0.0272924080326015,0.0281822967616307
"PRAMEF27",0.032266152153435,0.0265101224140346,0.0261328890091364,0.0277381861414408
"HNRNPCL3",0.0322315603505226,0.0265848293017936,0.0261216186467556,0.0278272522990863
"PRAMEF25",0.0321370347778291,0.0267784327535132,0.0261004178783541,0.0279770260557964
"HNRNPCL2",0.0320859910190779,0.0275785554927504,0.0258061646525556,0.0280294935409284
"PRAMEF26",0.0324224538320646,0.027979670994718,0.0257593093985507,0.0276871069818874
"HNRNPCL4",0.0325305889570553,0.0276805469100523,0.02578169086244,0.0275669412224263
"PRAMEF9",0.0326796890900549,0.0273302287029599,0.0258011326691919,0.0275669805288335
"PRAMEF13",0.0338131996719301,0.0272780017914337,0.0262007865091601,0.0277916987054111
"PRAMEF18",0.0333601981477185,0.0276200659135066,0.026938992665695,0.0273295524845188
"PRAMEF5",0.033563203168061,0.0277412863590265,0.0271253402336595,0.0276480705838044
"PRAMEF8",0.0335723687974608,0.0290457779793898,0.0278427896446143,0.0289978462393024
"PRAMEF33",0.0342698914452301,0.0293362462370994,0.028575003983912,0.0293325109132672
"PRAMEF15",0.0351725290918621,0.0294357120107901,0.0285673523493392,0.0295566542526453
"PRAMEF14",0.0373076790813211,0.030870136705703,0.0294432002631207,0.0301365667373167
